"identifiant","ets_emissions","ets","country","year","did","treat","weights","subclass","sector_group","nace2dig","nace3dig"
"8611",14779.92,0,"GB",2007,0,0,0.689795918367347,"414","Metals",NA,NA
"8613",634.77,0,"GB",2007,0,0,1.03469387755102,"190","Other manufacturing",NA,NA
"8614",7975.97,0,"GB",2007,0,0,0.689795918367347,"64","Pulp, paper & wood",NA,NA
"8617",1520.21,0,"GB",2007,0,0,1.03469387755102,"387","Other manufacturing",NA,NA
"8619",3470,0,"GB",2007,0,0,1.03469387755102,"261","Other manufacturing",NA,NA
"8622",1612.18,0,"GB",2007,0,0,1.03469387755102,"388","Food & beverages",NA,NA
"8624",3149.62,0,"GB",2007,0,0,1.03469387755102,"181","Refineries & chemicals",NA,NA
"8626",36349.31,0,"GB",2007,0,0,2.06938775510204,"135","Cement & minerals",NA,NA
"8628",3592.17,0,"GB",2007,0,0,0.689795918367347,"363","Other manufacturing",NA,NA
"8629",2348.02,0,"GB",2007,0,0,0.689795918367347,"367","Refineries & chemicals",NA,NA
"8631",143997.14,0,"GB",2007,0,0,0.689795918367347,"31","Cement & minerals",NA,NA
"8632",9877.53,0,"GB",2007,0,0,0.689795918367347,"229","Other manufacturing",NA,NA
"8635",6987.21,0,"GB",2007,0,0,0.689795918367347,"204","Other manufacturing",NA,NA
"8646",2667.56,0,"GB",2007,0,0,1.03469387755102,"430","Other manufacturing",NA,NA
"8657",3844.36,0,"GB",2007,0,0,0.689795918367347,"174","Other manufacturing",NA,NA
"8660",531.24,0,"GB",2007,0,0,1.03469387755102,"465","Other manufacturing",NA,NA
"8663",2560.93,0,"GB",2007,0,0,1.03469387755102,"388","Other manufacturing",NA,NA
"8665",2765.78,0,"GB",2007,0,0,1.03469387755102,"236","Other manufacturing",NA,NA
"8666",4134.55,0,"GB",2007,0,0,0.689795918367347,"99","Power & heat (combustion)",NA,NA
"8668",9609.02,0,"GB",2007,0,0,0.689795918367347,"289","Power & heat (combustion)",NA,NA
"8670",1027.09,0,"GB",2007,0,0,1.03469387755102,"14","Other manufacturing",NA,NA
"8671",2151.27,0,"GB",2007,0,0,1.03469387755102,"429","Other manufacturing",NA,NA
"8672",487.5,0,"GB",2007,0,0,1.03469387755102,"207","Other manufacturing",NA,NA
"8673",508,0,"GB",2007,0,0,1.03469387755102,"358","Other manufacturing",NA,NA
"8674",739.99,0,"GB",2007,0,0,1.03469387755102,"317","Other manufacturing",NA,NA
"8677",17112.67,0,"GB",2007,0,0,0.689795918367347,"447","Other manufacturing",NA,NA
"8678",6467.32,0,"GB",2007,0,0,0.689795918367347,"400","Other manufacturing",NA,NA
"8680",4047.14,0,"GB",2007,0,0,0.689795918367347,"104","Metals",NA,NA
"8681",2112,0,"GB",2007,0,0,1.03469387755102,"225","Refineries & chemicals",NA,NA
"8682",3989.41,0,"GB",2007,0,0,1.03469387755102,"181","Food & beverages",NA,NA
"8684",61711.86,0,"GB",2007,0,0,2.06938775510204,"98","Cement & minerals",NA,NA
"8692",4954.96,0,"GB",2007,0,0,0.689795918367347,"136","Refineries & chemicals",NA,NA
"8693",1352.19,0,"GB",2007,0,0,1.03469387755102,"369","Food & beverages",NA,NA
"8699",2437.86,0,"GB",2007,0,0,1.03469387755102,"378","Refineries & chemicals",NA,NA
"8700",1949.42,0,"GB",2007,0,0,1.03469387755102,"382","Other manufacturing",NA,NA
"8703",3131.2,0,"GB",2007,0,0,1.03469387755102,"383","Pulp, paper & wood",NA,NA
"8704",3730.12,0,"GB",2007,0,0,1.03469387755102,"235","Other manufacturing",NA,NA
"8706",1111.71,0,"GB",2007,0,0,1.03469387755102,"176","Other manufacturing",NA,NA
"8707",3167.41,0,"GB",2007,0,0,0.689795918367347,"146","Pulp, paper & wood",NA,NA
"8708",1714.13,0,"GB",2007,0,0,1.03469387755102,"440","Metals",NA,NA
"8709",8161.36,0,"GB",2007,0,0,0.689795918367347,"93","Refineries & chemicals",NA,NA
"8718",932.08,0,"GB",2007,0,0,1.03469387755102,"480","Power & heat (combustion)",NA,NA
"8722",10.01,0,"GB",2007,0,0,1.03469387755102,"116","Other manufacturing",NA,NA
"8724",852.27,0,"GB",2007,0,0,1.03469387755102,"490","Other manufacturing",NA,NA
"8730",6765.95,0,"GB",2007,0,0,0.689795918367347,"291","Cement & minerals",NA,NA
"8733",7243.07,0,"GB",2007,0,0,0.689795918367347,"384","Other manufacturing",NA,NA
"8740",11248.81,0,"GB",2007,0,0,0.689795918367347,"196","Other manufacturing",NA,NA
"8755",545.66,0,"GB",2007,0,0,1.03469387755102,"459","Other manufacturing",NA,NA
"8758",1178.52,0,"GB",2007,0,0,1.03469387755102,"365","Power & heat (combustion)",NA,NA
"8769",23879.49,0,"GB",2007,0,0,2.06938775510204,"73","Food & beverages",NA,NA
"8770",2830.2,0,"GB",2007,0,0,1.03469387755102,"50","Other manufacturing",NA,NA
"8771",3066.43,0,"GB",2007,0,0,1.03469387755102,"372","Other manufacturing",NA,NA
"8776",7968.11,0,"GB",2007,0,0,0.689795918367347,"66","Refineries & chemicals",NA,NA
"8778",575.31,0,"GB",2007,0,0,1.03469387755102,"452","Cement & minerals",NA,NA
"8780",657.43,0,"GB",2007,0,0,1.03469387755102,"337","Other manufacturing",NA,NA
"8781",397.77,0,"GB",2007,0,0,1.03469387755102,"309","Other manufacturing",NA,NA
"8782",1275,0,"GB",2007,0,0,1.03469387755102,"308","Other manufacturing",NA,NA
"8783",1385.14,0,"GB",2007,0,0,1.03469387755102,"482","Food & beverages",NA,NA
"8787",1158.82,0,"GB",2007,0,0,1.03469387755102,"401","Other manufacturing",NA,NA
"8788",1856.12,0,"GB",2007,0,0,1.03469387755102,"407","Other manufacturing",NA,NA
"8792",1690.68,0,"GB",2007,0,0,1.03469387755102,"403","Other manufacturing",NA,NA
"8805",1472.53,0,"GB",2007,0,0,1.03469387755102,"412","Other manufacturing",NA,NA
"8806",717.39,0,"GB",2007,0,0,1.03469387755102,"281","Refineries & chemicals",NA,NA
"8815",4716.55,0,"GB",2007,0,0,0.689795918367347,"144","Refineries & chemicals",NA,NA
"8827",987.96,0,"GB",2007,0,0,1.03469387755102,"391","Other manufacturing",NA,NA
"8830",7318.38,0,"GB",2007,0,0,0.689795918367347,"147","Refineries & chemicals",NA,NA
"8833",12394.91,0,"GB",2007,0,0,0.689795918367347,"27","Power & heat (combustion)",NA,NA
"8834",244.24,0,"GB",2007,0,0,1.03469387755102,"341","Food & beverages",NA,NA
"8838",2425.32,0,"GB",2007,0,0,1.03469387755102,"216","Power & heat (combustion)",NA,NA
"8839",1588.64,0,"GB",2007,0,0,1.03469387755102,"366","Other manufacturing",NA,NA
"8840",4942.23,0,"GB",2007,0,0,0.689795918367347,"164","Food & beverages",NA,NA
"8841",957.33,0,"GB",2007,0,0,1.03469387755102,"243","Other manufacturing",NA,NA
"8849",1628.17,0,"GB",2007,0,0,1.03469387755102,"245","Other manufacturing",NA,NA
"8850",3224,0,"GB",2007,0,0,1.03469387755102,"460","Other manufacturing",NA,NA
"8858",1327.77,0,"GB",2007,0,0,1.03469387755102,"326","Other manufacturing",NA,NA
"8862",2901,0,"GB",2007,0,0,1.03469387755102,"50","Food & beverages",NA,NA
"8868",1658.6,0,"GB",2007,0,0,1.03469387755102,"338","Other manufacturing",NA,NA
"8869",1867.17,0,"GB",2007,0,0,1.03469387755102,"377","Other manufacturing",NA,NA
"8870",1681.52,0,"GB",2007,0,0,1.03469387755102,"349","Other manufacturing",NA,NA
"8876",6199.7,0,"GB",2007,0,0,0.689795918367347,"195","Pulp, paper & wood",NA,NA
"8878",4262.89,0,"GB",2007,0,0,1.03469387755102,"375","Other manufacturing",NA,NA
"8880",2016.26,0,"GB",2007,0,0,1.03469387755102,"431","Food & beverages",NA,NA
"8882",1122.35,0,"GB",2007,0,0,1.03469387755102,"450","Other manufacturing",NA,NA
"8887",1964.94,0,"GB",2007,0,0,1.03469387755102,"176","Other manufacturing",NA,NA
"8888",5196.41,0,"GB",2007,0,0,0.689795918367347,"255","Other manufacturing",NA,NA
"8891",3104.18,0,"GB",2007,0,0,0.689795918367347,"12","Other manufacturing",NA,NA
"8895",289.98,0,"GB",2007,0,0,1.03469387755102,"401","Other manufacturing",NA,NA
"8897",22.94,0,"GB",2007,0,0,1.03469387755102,"273","Other manufacturing",NA,NA
"8903",1553.16,0,"GB",2007,0,0,1.03469387755102,"194","Other manufacturing",NA,NA
"8908",2080.1,0,"GB",2007,0,0,1.03469387755102,"221","Other manufacturing",NA,NA
"8910",736.67,0,"GB",2007,0,0,1.03469387755102,"193","Pulp, paper & wood",NA,NA
"8911",769.68,0,"GB",2007,0,0,1.03469387755102,"322","Pulp, paper & wood",NA,NA
"8913",17079,0,"GB",2007,0,0,0.689795918367347,"257","Metals",NA,NA
"8914",7689.11,0,"GB",2007,0,0,0.689795918367347,"286","Refineries & chemicals",NA,NA
"8927",3999.16,0,"GB",2007,0,0,0.689795918367347,"215","Cement & minerals",NA,NA
"8929",3770.26,0,"GB",2007,0,0,0.689795918367347,"453","Other manufacturing",NA,NA
"8933",139909.08,0,"GB",2007,0,0,0.689795918367347,"31","Power & heat (combustion)",NA,NA
"8937",1310.97,0,"GB",2007,0,0,1.03469387755102,"379","Pulp, paper & wood",NA,NA
"8939",10097.58,0,"GB",2007,0,0,0.689795918367347,"110","Power & heat (combustion)",NA,NA
"8941",612.1,0,"GB",2007,0,0,1.03469387755102,"389","Other manufacturing",NA,NA
"8942",5859.31,0,"GB",2007,0,0,0.689795918367347,"279","Other manufacturing",NA,NA
"8946",1380.24,0,"GB",2007,0,0,1.03469387755102,"163","Other manufacturing",NA,NA
"8950",2615.44,0,"GB",2007,0,0,1.03469387755102,"350","Other manufacturing",NA,NA
"8957",406.61,0,"GB",2007,0,0,1.03469387755102,"416","Other manufacturing",NA,NA
"8958",3390.38,0,"GB",2007,0,0,1.03469387755102,"299","Other manufacturing",NA,NA
"8959",198976.48,0,"GB",2007,0,0,0.689795918367347,"223","Power & heat (combustion)",NA,NA
"8962",4601.21,0,"GB",2007,0,0,0.689795918367347,"186","Refineries & chemicals",NA,NA
"8966",13743.41,0,"GB",2007,0,0,0.689795918367347,"220","Refineries & chemicals",NA,NA
"8968",1586.06,0,"GB",2007,0,0,1.03469387755102,"459","Other manufacturing",NA,NA
"8970",181.34,0,"GB",2007,0,0,1.03469387755102,"113","Other manufacturing",NA,NA
"8971",141,0,"GB",2007,0,0,1.03469387755102,"312","Other manufacturing",NA,NA
"8972",213.3,0,"GB",2007,0,0,1.03469387755102,"392","Other manufacturing",NA,NA
"8976",52.77,0,"GB",2007,0,0,1.03469387755102,"488","Food & beverages",NA,NA
"8978",1296.49,0,"GB",2007,0,0,1.03469387755102,"358","Other manufacturing",NA,NA
"8979",29764.64,0,"GB",2007,0,0,2.06938775510204,"24","Refineries & chemicals",NA,NA
"8980",225342.82,0,"GB",2007,0,0,0.689795918367347,"200","Power & heat (combustion)",NA,NA
"8983",112248.55,0,"GB",2007,0,0,2.06938775510204,"122","Cement & minerals",NA,NA
"8984",4457.35,0,"GB",2007,0,0,0.689795918367347,"136","Other manufacturing",NA,NA
"8985",3718.31,0,"GB",2007,0,0,0.689795918367347,"327","Other manufacturing",NA,NA
"8986",174.62,0,"GB",2007,0,0,1.03469387755102,"305","Other manufacturing",NA,NA
"8988",2352.69,0,"GB",2007,0,0,1.03469387755102,"1","Other manufacturing",NA,NA
"8989",5531.36,0,"GB",2007,0,0,0.689795918367347,"406","Food & beverages",NA,NA
"8990",2673.34,0,"GB",2007,0,0,1.03469387755102,"411","Food & beverages",NA,NA
"8991",3902.34,0,"GB",2007,0,0,0.689795918367347,"16","Food & beverages",NA,NA
"8996",1528.17,0,"GB",2007,0,0,1.03469387755102,"410","Food & beverages",NA,NA
"8997",4520.23,0,"GB",2007,0,0,0.689795918367347,"354","Other manufacturing",NA,NA
"8998",1101.07,0,"GB",2007,0,0,1.03469387755102,"238","Other manufacturing",NA,NA
"8999",682.99,0,"GB",2007,0,0,1.03469387755102,"313","Other manufacturing",NA,NA
"9005",197302.91,0,"GB",2007,0,0,0.689795918367347,"52","Power & heat (combustion)",NA,NA
"9014",6843.55,0,"GB",2007,0,0,0.689795918367347,"384","Refineries & chemicals",NA,NA
"9015",1617,0,"GB",2007,0,0,1.03469387755102,"244","Refineries & chemicals",NA,NA
"9017",20255.18,0,"GB",2007,0,0,1.03469387755102,"435","Other manufacturing",NA,NA
"9018",6395.45,0,"GB",2007,0,0,0.689795918367347,"142","Refineries & chemicals",NA,NA
"9020",2088,0,"GB",2007,0,0,1.03469387755102,"375","Other manufacturing",NA,NA
"9023",61981.09,0,"GB",2007,0,0,2.06938775510204,"155","Refineries & chemicals",NA,NA
"9025",3300.27,0,"GB",2007,0,0,0.689795918367347,"329","Other manufacturing",NA,NA
"9026",3043.64,0,"GB",2007,0,0,1.03469387755102,"295","Other manufacturing",NA,NA
"9027",988.36,0,"GB",2007,0,0,1.03469387755102,"357","Other manufacturing",NA,NA
"9029",1398.27,0,"GB",2007,0,0,1.03469387755102,"370","Other manufacturing",NA,NA
"9030",4290.93,0,"GB",2007,0,0,0.689795918367347,"93","Refineries & chemicals",NA,NA
"9033",2582.73,0,"GB",2007,0,0,1.03469387755102,"383","Other manufacturing",NA,NA
"9034",1055.45,0,"GB",2007,0,0,1.03469387755102,"318","Food & beverages",NA,NA
"9035",894.82,0,"GB",2007,0,0,1.03469387755102,"226","Other manufacturing",NA,NA
"9038",1279.91,0,"GB",2007,0,0,1.03469387755102,"437","Other manufacturing",NA,NA
"9039",4171.64,0,"GB",2007,0,0,0.689795918367347,"454","Other manufacturing",NA,NA
"9042",1553.45,0,"GB",2007,0,0,1.03469387755102,"338","Other manufacturing",NA,NA
"9049",1750.36,0,"GB",2007,0,0,1.03469387755102,"245","Other manufacturing",NA,NA
"9053",1620.82,0,"GB",2007,0,0,1.03469387755102,"247","Other manufacturing",NA,NA
"9055",2474.36,0,"GB",2007,0,0,1.03469387755102,"284","Other manufacturing",NA,NA
"9058",3116.45,0,"GB",2007,0,0,1.03469387755102,"263","Food & beverages",NA,NA
"9060",12140.18,0,"GB",2007,0,0,0.689795918367347,"213","Refineries & chemicals",NA,NA
"9063",4723.64,0,"GB",2007,0,0,0.689795918367347,"66","Power & heat (combustion)",NA,NA
"9064",24696.27,0,"GB",2007,0,0,1.03469387755102,"445","Pulp, paper & wood",NA,NA
"9065",13381.09,0,"GB",2007,0,0,0.689795918367347,"172","Food & beverages",NA,NA
"9071",967.09,0,"GB",2007,0,0,1.03469387755102,"417","Cement & minerals",NA,NA
"9073",2713.91,0,"GB",2007,0,0,1.03469387755102,"266","Cement & minerals",NA,NA
"9074",1605.27,0,"GB",2007,0,0,1.03469387755102,"5","Other manufacturing",NA,NA
"9076",5625,0,"GB",2007,0,0,0.689795918367347,"280","Other manufacturing",NA,NA
"9077",2093.45,0,"GB",2007,0,0,1.03469387755102,"11","Other manufacturing",NA,NA
"9079",11082.55,0,"GB",2007,0,0,0.689795918367347,"123","Power & heat (combustion)",NA,NA
"9081",6068.45,0,"GB",2007,0,0,0.689795918367347,"310","Refineries & chemicals",NA,NA
"9082",1399.09,0,"GB",2007,0,0,1.03469387755102,"246","Other manufacturing",NA,NA
"9084",861.27,0,"GB",2007,0,0,1.03469387755102,"230","Other manufacturing",NA,NA
"9085",235.26,0,"GB",2007,0,0,1.03469387755102,"334","Other manufacturing",NA,NA
"9086",2333.73,0,"GB",2007,0,0,1.03469387755102,"284","Other manufacturing",NA,NA
"9088",790.64,0,"GB",2007,0,0,1.03469387755102,"385","Other manufacturing",NA,NA
"9090",769.09,0,"GB",2007,0,0,1.03469387755102,"488","Other manufacturing",NA,NA
"9093",2224.36,0,"GB",2007,0,0,0.689795918367347,"165","Other manufacturing",NA,NA
"9099",20645.45,0,"GB",2007,0,0,1.03469387755102,"83","Refineries & chemicals",NA,NA
"9100",4155.22,0,"GB",2007,0,0,0.689795918367347,"146","Refineries & chemicals",NA,NA
"9102",7637.18,0,"GB",2007,0,0,0.689795918367347,"8","Food & beverages",NA,NA
"9103",614.91,0,"GB",2007,0,0,1.03469387755102,"386","Food & beverages",NA,NA
"9104",186.49,0,"GB",2007,0,0,1.03469387755102,"425","Food & beverages",NA,NA
"9105",5382.81,0,"GB",2007,0,0,0.689795918367347,"274","Other manufacturing",NA,NA
"9106",101.06,0,"GB",2007,0,0,1.03469387755102,"348","Other manufacturing",NA,NA
"9120",11475.86,0,"GB",2007,0,0,0.689795918367347,"86","Refineries & chemicals",NA,NA
"9123",3048.27,0,"GB",2007,0,0,1.03469387755102,"475","Refineries & chemicals",NA,NA
"9134",23717.18,0,"GB",2007,0,0,1.03469387755102,"101","Cement & minerals",NA,NA
"9135",10600.64,0,"GB",2007,0,0,0.689795918367347,"86","Cement & minerals",NA,NA
"9136",23657.45,0,"GB",2007,0,0,1.03469387755102,"435","Cement & minerals",NA,NA
"9137",8386.64,0,"GB",2007,0,0,0.689795918367347,"105","Cement & minerals",NA,NA
"9141",7934.73,0,"GB",2007,0,0,0.689795918367347,"231","Refineries & chemicals",NA,NA
"9144",13170.24,0,"GB",2007,0,0,0.689795918367347,"133","Cement & minerals",NA,NA
"9145",16783.96,0,"GB",2007,0,0,0.689795918367347,"172","Cement & minerals",NA,NA
"9146",19711.45,0,"GB",2007,0,0,0.689795918367347,"137","Cement & minerals",NA,NA
"9153",6030.27,0,"GB",2007,0,0,0.689795918367347,"115","Refineries & chemicals",NA,NA
"9156",7716.27,0,"GB",2007,0,0,0.689795918367347,"164","Food & beverages",NA,NA
"9158",5654.73,0,"GB",2007,0,0,0.689795918367347,"257","Food & beverages",NA,NA
"9241",110.48,0,"GB",2007,0,0,1.03469387755102,"317","Refineries & chemicals",NA,NA
"9245",21.75,0,"GB",2007,0,0,1.03469387755102,"321","Refineries & chemicals",NA,NA
"9247",421.7,0,"GB",2007,0,0,1.03469387755102,"444","Refineries & chemicals",NA,NA
"9254",2365.09,0,"GB",2007,0,0,1.03469387755102,"247","Food & beverages",NA,NA
"9255",1380.27,0,"GB",2007,0,0,1.03469387755102,"351","Food & beverages",NA,NA
"9262",3525.82,0,"GB",2007,0,0,0.689795918367347,"256","Food & beverages",NA,NA
"9263",3985.64,0,"GB",2007,0,0,0.689795918367347,"195","Food & beverages",NA,NA
"9264",1068.27,0,"GB",2007,0,0,1.03469387755102,"111","Food & beverages",NA,NA
"9267",1741.36,0,"GB",2007,0,0,1.03469387755102,"14","Food & beverages",NA,NA
"9273",7554.55,0,"GB",2007,0,0,0.689795918367347,"434","Food & beverages",NA,NA
"9276",8559.82,0,"GB",2007,0,0,0.689795918367347,"241","Food & beverages",NA,NA
"9288",5330.45,0,"GB",2007,0,0,0.689795918367347,"340","Food & beverages",NA,NA
"9298",3842.45,0,"GB",2007,0,0,0.689795918367347,"4","Food & beverages",NA,NA
"9299",3365.11,0,"GB",2007,0,0,0.689795918367347,"269","Other manufacturing",NA,NA
"9306",2643.69,0,"GB",2007,0,0,1.03469387755102,"382","Refineries & chemicals",NA,NA
"9310",4513.64,0,"GB",2007,0,0,0.689795918367347,"30","Food & beverages",NA,NA
"9318",9518.18,0,"GB",2007,0,0,0.689795918367347,"476","Food & beverages",NA,NA
"9320",4310.45,0,"GB",2007,0,0,0.689795918367347,"473","Refineries & chemicals",NA,NA
"9324",3815.45,0,"GB",2007,0,0,0.689795918367347,"139","Refineries & chemicals",NA,NA
"9332",3436.36,0,"GB",2007,0,0,1.03469387755102,"343","Refineries & chemicals",NA,NA
"9337",722.45,0,"GB",2007,0,0,1.03469387755102,"348","Food & beverages",NA,NA
"9346",4801.36,0,"GB",2007,0,0,0.689795918367347,"468","Food & beverages",NA,NA
"9348",3908.45,0,"GB",2007,0,0,0.689795918367347,"16","Other manufacturing",NA,NA
"9361",1954.64,0,"GB",2007,0,0,1.03469387755102,"5","Food & beverages",NA,NA
"9363",44474.73,0,"GB",2007,0,0,2.06938775510204,"81","Power & heat (combustion)",NA,NA
"9370",3277.91,0,"GB",2007,0,0,1.03469387755102,"295","Food & beverages",NA,NA
"9376",4352.45,0,"GB",2007,0,0,0.689795918367347,"367","Other manufacturing",NA,NA
"9417",8604.82,0,"GB",2007,0,0,0.689795918367347,"154","Refineries & chemicals",NA,NA
"9436",9365.59,0,"GB",2007,0,0,0.689795918367347,"289","Refineries & chemicals",NA,NA
"9447",1154.52,0,"GB",2007,0,0,1.03469387755102,"471","Food & beverages",NA,NA
"9449",547.91,0,"GB",2007,0,0,1.03469387755102,"170","Other manufacturing",NA,NA
"9452",3448.64,0,"GB",2007,0,0,0.689795918367347,"212","Refineries & chemicals",NA,NA
"9454",186.47,0,"GB",2007,0,0,1.03469387755102,"464","Other manufacturing",NA,NA
"9457",4063.64,0,"GB",2007,0,0,0.689795918367347,"329","Other manufacturing",NA,NA
"9459",1411.64,0,"GB",2007,0,0,1.03469387755102,"381","Food & beverages",NA,NA
"9465",1294.36,0,"GB",2007,0,0,1.03469387755102,"440","Food & beverages",NA,NA
"9480",19363.64,0,"GB",2007,0,0,1.03469387755102,"283","Refineries & chemicals",NA,NA
"9486",42.42,0,"GB",2007,0,0,1.03469387755102,"393","Refineries & chemicals",NA,NA
"9490",6068.32,0,"GB",2007,0,0,0.689795918367347,"413","Refineries & chemicals",NA,NA
"9493",1015.06,0,"GB",2007,0,0,1.03469387755102,"293","Food & beverages",NA,NA
"9503",2727.27,0,"GB",2007,0,0,0.689795918367347,"473","Refineries & chemicals",NA,NA
"9516",223.6,0,"GB",2007,0,0,1.03469387755102,"243","Food & beverages",NA,NA
"9518",7063.64,0,"GB",2007,0,0,0.689795918367347,"474","Refineries & chemicals",NA,NA
"9542",2727.27,0,"GB",2007,0,0,0.689795918367347,"327","Food & beverages",NA,NA
"9548",16287.41,0,"GB",2007,0,0,0.689795918367347,"115","Refineries & chemicals",NA,NA
"9562",2571.9,0,"GB",2007,0,0,1.03469387755102,"311","Refineries & chemicals",NA,NA
"9577",2727.27,0,"GB",2007,0,0,0.689795918367347,"199","Refineries & chemicals",NA,NA
"9580",83181.82,0,"GB",2007,0,0,2.06938775510204,"44","Refineries & chemicals",NA,NA
"9582",928.76,0,"GB",2007,0,0,1.03469387755102,"457","Food & beverages",NA,NA
"9585",906.04,0,"GB",2007,0,0,1.03469387755102,"485","Refineries & chemicals",NA,NA
"9587",11064.82,0,"GB",2007,0,0,0.689795918367347,"220","Cement & minerals",NA,NA
"9589",1991.73,0,"GB",2007,0,0,1.03469387755102,"349","Food & beverages",NA,NA
"9590",7704.02,0,"GB",2007,0,0,0.689795918367347,"195","Pulp, paper & wood",NA,NA
"9599",9931.78,0,"GB",2007,0,0,0.689795918367347,"172","Cement & minerals",NA,NA
"9605",111.9,0,"GB",2007,0,0,1.03469387755102,"456","Other manufacturing",NA,NA
"9606",3148.91,0,"GB",2007,0,0,1.03469387755102,"262","Food & beverages",NA,NA
"9607",2086.92,0,"GB",2007,0,0,1.03469387755102,"225","Refineries & chemicals",NA,NA
"9608",995.24,0,"GB",2007,0,0,1.03469387755102,"270","Other manufacturing",NA,NA
"9609",2689.7,0,"GB",2007,0,0,1.03469387755102,"206","Other manufacturing",NA,NA
"9613",1160.47,0,"GB",2007,0,0,1.03469387755102,"170","Refineries & chemicals",NA,NA
"9615",1566.18,0,"GB",2007,0,0,1.03469387755102,"427","Food & beverages",NA,NA
"9617",1987.59,0,"GB",2007,0,0,1.03469387755102,"373","Other manufacturing",NA,NA
"9619",42,0,"GB",2007,0,0,1.03469387755102,"20","Other manufacturing",NA,NA
"9621",2761.97,0,"GB",2007,0,0,1.03469387755102,"150","Food & beverages",NA,NA
"9623",31600.93,0,"GB",2007,0,0,2.06938775510204,"441","Cement & minerals",NA,NA
"9625",1338.13,0,"GB",2007,0,0,1.03469387755102,"463","Refineries & chemicals",NA,NA
"9635",6307.76,0,"GB",2007,0,0,0.689795918367347,"279","Other manufacturing",NA,NA
"9636",1067.65,0,"GB",2007,0,0,1.03469387755102,"268","Food & beverages",NA,NA
"9637",8301.82,0,"GB",2007,0,0,0.689795918367347,"105","Power & heat (combustion)",NA,NA
"9641",168632.45,0,"GB",2007,0,0,0.689795918367347,"223","Cement & minerals",NA,NA
"9646",18954.55,0,"GB",2007,0,0,0.689795918367347,"137","Pulp, paper & wood",NA,NA
"9647",4718.18,0,"GB",2007,0,0,0.689795918367347,"154","Refineries & chemicals",NA,NA
"9650",2691.82,0,"GB",2007,0,0,1.03469387755102,"402","Food & beverages",NA,NA
"9685",327.27,0,"GB",2007,0,0,1.03469387755102,"270","Other manufacturing",NA,NA
"9700",15518.18,0,"GB",2007,0,0,1.03469387755102,"101","Metals",NA,NA
"9714",2727.27,0,"GB",2007,0,0,0.689795918367347,"16","Food & beverages",NA,NA
"9751",32.73,0,"GB",2007,0,0,1.03469387755102,"330","Food & beverages",NA,NA
"9753",8.21,0,"GB",2007,0,0,1.03469387755102,"361","Other manufacturing",NA,NA
"9839",3109.09,0,"GB",2007,0,0,1.03469387755102,"362","Refineries & chemicals",NA,NA
"9840",16500,0,"GB",2007,0,0,1.03469387755102,"53","Cement & minerals",NA,NA
"9842",2882.45,0,"GB",2007,0,0,1.03469387755102,"259","Cement & minerals",NA,NA
"9844",13363.64,0,"GB",2007,0,0,0.689795918367347,"196","Refineries & chemicals",NA,NA
"9846",2727.27,0,"GB",2007,0,0,1.03469387755102,"335","Refineries & chemicals",NA,NA
"9983",505.4,0,"GB",2007,0,0,1.03469387755102,"293","Refineries & chemicals",NA,NA
"10009",6519.42,0,"GB",2007,0,0,0.689795918367347,"8","Refineries & chemicals",NA,NA
"10051",49366.91,0,"GB",2007,0,0,2.06938775510204,"46","Refineries & chemicals",NA,NA
"10094",3458.7,0,"GB",2007,0,0,1.03469387755102,"332","Refineries & chemicals",NA,NA
"10097",8372.73,0,"GB",2007,0,0,0.689795918367347,"222","Refineries & chemicals",NA,NA
"10101",3042,0,"GB",2007,0,0,0.689795918367347,"30","Food & beverages",NA,NA
"10106",2764.28,0,"GB",2007,0,0,1.03469387755102,"467","Food & beverages",NA,NA
"10163",3872.73,0,"GB",2007,0,0,0.689795918367347,"367","Power & heat (combustion)",NA,NA
"10175",1030.95,0,"GB",2007,0,0,1.03469387755102,"304","Refineries & chemicals",NA,NA
"10363",10774.09,0,"GB",2007,0,0,0.689795918367347,"241","Refineries & chemicals",NA,NA
"10369",3430.09,0,"GB",2007,0,0,0.689795918367347,"406","Refineries & chemicals",NA,NA
"10469",102.83,0,"GB",2007,0,0,1.03469387755102,"129","Other manufacturing",NA,NA
"10527",646.09,0,"GB",2007,0,0,1.03469387755102,"479","Power & heat (combustion)",NA,NA
"10532",62800.09,0,"GB",2007,0,0,2.06938775510204,"439","Refineries & chemicals",NA,NA
"10534",916.12,0,"GB",2007,0,0,1.03469387755102,"323","Refineries & chemicals",NA,NA
"10535",2727.27,0,"GB",2007,0,0,1.03469387755102,"489","Food & beverages",NA,NA
"10546",1074,0,"GB",2007,0,0,1.03469387755102,"438","Food & beverages",NA,NA
"10570",19909.09,0,"GB",2007,0,0,1.03469387755102,"96","Refineries & chemicals",NA,NA
"10571",10706.12,0,"GB",2007,0,0,0.689795918367347,"137","Refineries & chemicals",NA,NA
"10588",3486.4,0,"GB",2007,0,0,1.03469387755102,"296","Refineries & chemicals",NA,NA
"10677",2727.27,0,"GB",2007,0,0,1.03469387755102,"116","Food & beverages",NA,NA
"10710",42298.05,0,"GB",2007,0,0,2.06938775510204,"446","Refineries & chemicals",NA,NA
"10763",3847.91,0,"GB",2007,0,0,0.689795918367347,"139","Refineries & chemicals",NA,NA
"10816",2120.36,0,"GB",2007,0,0,1.03469387755102,"192","Power & heat (combustion)",NA,NA
